sample_id,holeid,from_m,to_m,depth_m,x,y,z,MOD_ALT,WhiteMica,Chlorite,Carbonate,Epidote,Kaolinite,Dickite,Montmor,Alunite,Gypsum,Pyrophyllite,Diaspore,Zunyite,Water_silica,Hematite,Goethite,VNIRMinerals,aiMineral1,Ag_ppm,Al_pct,As_ppm,Au_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_pct,Cd_ppm,Co_ppm,Cr_ppm,Cu_pct,Fe_pct,K_pct,Mg_pct,Mn_pct,Mo_ppm,Na_pct,Ni_ppm,P_pct,Pb_ppm,S_pct,Sb_ppm,Sc_ppm,Si_pct,Sr_ppm,Ti_pct,V_ppm,W_ppm,Zn_ppm,Ga_ppm,Rb_ppm,Tl_ppm,Cs_ppm,labeled
S02180,SYN-018,110.0,112.0,111.0,-3.3,-226.5,111.0,Fil,48.0,6.28,0.0,1.09,2.71,8.98,1.69,4.82,5.71,1.69,2.75,1.99,6.56,0.0,31.75,Goethite,WhiteMica,1.57463,4.62798,105.64059,0.4923,1636.40963,1.16433,0.72307,0.85741,0.15031,9.54124,43.32173,0.07775,3.60282,2.29069,0.06861,0.20114,8.37172,0.22747,13.14884,0.34353,74.53121,4.77677,3.21516,52.4059,8.29545,80.9957,0.7487,261.33255,7.38355,97.81024,33.34231,532.63757,,,True
S02181,SYN-018,112.0,113.0,112.5,-3.0,-227.93,112.5,Pro,8.95,51.33,6.3,7.32,2.65,0.57,23.87,1.75,0.0,5.28,4.01,2.1,3.44,2.4,0.0,None,Chlorite,3.86835,19.48792,24.24177,0.06406,183.33824,0.47506,0.91738,11.21534,0.5165,13.68418,57.92755,0.03258,8.7124,4.12745,11.62809,0.12235,14.49096,0.83127,43.50155,0.11486,14.90528,0.17741,4.29316,2.36215,69.20796,94.98838,0.57374,28.15621,4.63567,77.52656,40.05497,55.55383,0.85264,16.51607,True
S02182,SYN-018,113.0,114.5,113.75,-2.74,-229.12,113.75,Fil,7.76,2.63,16.41,21.79,14.39,3.51,9.27,4.59,7.69,1.25,0.0,0.0,5.55,0.0,9.12,None,Epidote,3.59406,7.27604,838.0077128988671,0.26722,1528.14078,0.1064,6.06367,0.89688,0.56402,19.73451,60.12453,0.2501,1.56854,2.36726,0.83216,0.09809,4.15875,0.35114,11.9227,0.04394,8.98415,11.03341,3.61411,24.84251,35.89998,61.25767,0.13018,,3.8916,127.25963,29.26842,74.03373,0.50538,,True
S02183,SYN-018,114.5,116.5,115.5,-2.38,-230.78,115.5,Pro,9.31,27.64,13.61,11.77,0.57,0.0,10.39,32.84,2.08,0.36,0.0,0.0,24.74,1.0,3.86,None,Alunite,0.97048,6.75253,22.47953,0.09164,431.14006,0.38235,1.58463,3.38409,,21.20256,22.91909,,1.797,1.90931,2.20282,0.30243,1.44687,1.54597,24.51985,0.08213,18.24321,1.32034,5.32688,13.57879,48.2886,471.82105,0.46107,20.71875,3.23856,131.75631,12.25075,29.50736,0.65085,9.95301,False
S02184,SYN-018,116.5,118.0,117.25,-2.02,-232.45,117.25,Pro,9.48,44.97,11.84,6.11,1.07,1.41,13.22,2.07,0.0,0.0,8.47,5.22,0.0,17.02,34.59,Goethite,Chlorite,2.51343,20.04893,125.7178,0.12839,1708.02491,2.93179,2.89953,0.06715,0.79109,23.3202,66.38809,,4.75511,5.0586,2.2319,0.24496,19.8254,0.45074,27.75892,0.04172,13.67533,1.251,3.10426,6.17331,15.46098,42.83233,1.12765,92.31288,2.7747,80.54056,29.11498,266.25152,0.36351,4.16474,True
S02185,SYN-018,118.0,119.5,118.75,-1.71,-233.88,118.75,Pro,7.87,36.22,49.88,9.77,0.0,0.99,21.64,0.0,25.29,5.72,3.89,3.29,2.29,3.27,3.82,None,Carbonate,0.45308,11.54744,8.38565,0.10136,763.41404,3.29004,3.18524,3.90987,,49.66867,24.77705,0.03407,12.19863,5.70769,3.87101,0.14166,2.93022,0.93633,10.01567,0.02403,46.32036,1.80275,4.19239,7.82542,136.50821,368.8879,0.7253,75.61433,3.72861,406.28182,61.39332,32.40143,2.49069,27.77714,True
S02186,SYN-018,119.5,121.0,120.25,-1.4,-235.31,120.25,Pro,6.0,27.91,17.74,10.44,0.45,0.69,15.41,3.09,0.33,0.0,0.0,24.22,28.18,2.69,33.15,Goethite,Water_silica,3.11865,8.9546,70.6339,0.02004,296.03762,3.07156,0.46397,4.12491,1.84064,6.61588,202.15173,0.0373,6.16274,2.45767,4.70556,0.19894,2.6436,1.11278,16.64167,0.15466,32.88028,0.65582,1.3809,1.88266,92.56146,1061.96781,0.13777,67.58561,1.20547,55.96731,15.10585,204.48753,2.75737,7.15398,True
S02187,SYN-018,121.0,122.5,121.75,-1.09,-236.73,121.75,Pro,5.83,26.35,19.17,11.0,2.77,1.05,24.26,0.77,34.82,0.0,0.0,0.0,35.56,1.87,2.46,None,Water_silica,1.15117,3.71466,14.75968,0.00648,319.99144,0.35743,0.84011,9.41983,0.96769,18.91154,85.21135,0.06952,10.40191,0.99397,3.58947,0.32044,3.74166,1.93584,55.74874,0.12691,18.68477,0.18534,4.77525,6.67484,79.19905,,0.3012,157.53119,2.12518,121.76735,12.85243,14.31805,2.12349,1.44981,True
S02188,SYN-018,122.5,123.5,123.0,-0.83,-237.92,123.0,Pro,5.34,1.3,8.03,10.79,0.0,1.35,13.43,5.41,3.56,31.03,0.0,2.12,0.15,16.67,3.12,Hematite,Pyrophyllite,0.93549,8.18403,52.95036,0.09033,356.10769,,1.29836,2.81273,0.03274,4.00477,95.23631,0.15844,8.64312,2.52566,5.94244,0.11961,5.13725,1.90414,19.26043,0.52456,16.81046,0.97858,3.84438,4.94408,132.339,1287.80458,1.17096,203.38026,1.11294,131.85286,7.35271,15.1637,0.55232,,True
S02189,SYN-018,123.5,125.0,124.25,-0.58,-239.11,124.25,Fil,100.0,4.49,1.34,1.03,6.64,1.27,0.93,2.34,5.49,0.0,2.44,0.0,0.29,18.51,15.05,Hematite,WhiteMica,6.14787,66.5082,665.37096,0.06498,340.04178,0.34385,0.63046,1.56765,0.23066,3.08356,57.66787,0.07339,6.20481,6.96493,2.67081,0.0147,18.88071,1.70832,5.56062,0.07165,76.70937,,12.71736,2.9473,7.59871,91.08303,0.90708,63.23539,2.33177,35.58086,22.27249,189.2288,0.36281,2.41071,True
S02190,SYN-018,125.0,126.0,125.5,-0.32,-240.3,125.5,Pro,0.15,23.98,21.33,0.0,0.0,3.42,9.27,0.0,0.43,1.29,6.5,6.12,4.38,2.17,5.73,None,Chlorite,0.63801,21.68162,20.45511,0.0224,262.91019,0.5236,0.53422,7.49734,0.93183,8.46689,12.13372,0.06969,8.26357,1.15267,2.06689,0.39298,4.52057,2.97607,17.7168,0.14701,25.18824,1.27306,14.64007,5.33218,275.39927,263.42309,0.71453,98.18465,0.85038,85.49602,40.63439,14.47998,,2.42646,False
S02191,SYN-018,126.0,127.0,126.5,-0.11,-241.26,126.5,Fil,30.62,4.47,4.46,0.3,10.84,9.44,1.39,2.88,5.02,0.0,5.43,0.0,9.85,3.61,3.68,None,WhiteMica,3.2743,32.40524,127.46093,0.13602,868.10862,1.01388,2.98825,0.2286,2.66599,11.05555,212.7816,0.07194,3.27661,3.17521,0.19882,0.14168,4.47538,0.24929,6.61438,0.24708,23.17394,3.47238,9.45538,3.35863,31.3618,355.17982,0.19274,57.89221,4.04326,66.57882,121.3361,152.86895,0.54163,2.80243,True
S02192,SYN-018,127.0,128.5,127.75,0.14,-242.45,127.75,Fil,94.09,0.89,33.79,5.33,13.05,3.17,3.92,0.0,6.56,5.92,2.1,0.75,6.42,7.05,0.0,None,WhiteMica,3.90537,11.36054,481.21553,0.46503,95.87325,0.59895,5.25259,0.07647,0.37171,5.99027,14.61193,0.57209,10.24965,0.81891,2.84734,0.06864,37.84628,0.34299,18.55234,0.16381,44.80752,7.76304,22.78223,6.34446,33.47481,70.76393,2.08168,,4.76011,170.84208,93.02244,59.64323,5.0378,2.59966,True
S02193,SYN-018,128.5,130.5,129.5,0.5,-244.11,129.5,Pro,7.94,30.93,27.8,7.75,0.0,0.0,21.14,1.21,0.0,0.92,0.0,0.0,0.32,5.58,0.0,None,Chlorite,0.68678,17.13071,48.56717,0.07799,356.64758,,3.69895,6.00208,0.27622,24.64333,37.12215,,9.52933,2.56404,5.3249,0.07242,1.87887,0.95863,7.0041,0.18657,10.81956,0.29054,3.56416,11.78239,23.81284,480.71054,0.64065,153.37329,0.89704,47.67984,47.33372,,0.68179,1.06002,False
S02194,SYN-018,130.5,132.5,131.5,0.92,-246.02,131.5,Pro,6.66,30.92,22.26,5.93,2.82,0.0,29.68,0.0,3.73,0.56,0.0,0.0,3.52,0.88,5.59,None,Chlorite,2.75351,16.49629,96.66898,0.19769,218.44078,0.83411,1.97274,0.36164,0.74161,11.97064,67.60893,0.04577,1.50116,3.55921,4.21855,0.02624,1.13573,0.78658,13.01337,0.02208,37.65211,0.6192,3.81021,5.88231,20.06996,110.79519,0.49882,121.79107,1.77251,160.80107,16.3596,22.34785,3.12679,2.05903,True
S02195,SYN-018,132.5,134.0,133.25,1.28,-247.68,133.25,Pro,41.9,59.07,6.55,6.64,0.4,2.9,15.46,0.0,0.0,0.0,3.74,1.35,1.42,0.44,3.62,None,Chlorite,1.79945,15.12472,39.01791,0.03619,328.55826,1.07009,2.82114,28.90296,1.39333,12.84854,10.94977,0.16726,7.98318,3.40562,2.31747,0.38453,4.02668,2.42424,16.25373,0.02203,15.43553,0.79536,2.82417,10.29345,91.00384,328.1574,1.39963,126.47491,,274.22704,24.5119,167.90718,,,False
S02196,SYN-018,134.0,135.5,134.75,1.59,-249.11,134.75,Pro,5.68,64.21,12.66,6.98,0.0,3.34,20.37,2.76,1.14,29.57,0.0,1.84,0.0,0.66,2.17,None,Chlorite,0.37362,4.15314,6.88963,0.05445,382.46096,,1.49023,23.0763,0.75072,3.58097,25.92333,0.00816,9.61658,2.05607,6.66779,0.15431,3.3515,2.28956,15.86028,0.11197,10.07132,0.14003,6.48996,7.59431,55.48221,754.46949,0.16728,13.27986,2.61535,246.18408,17.84526,24.44121,,7.65659,True
S02197,SYN-018,135.5,137.0,136.25,1.89,-250.54,136.25,Fil,72.01,3.51,2.43,3.55,3.84,4.67,1.54,0.0,4.95,1.1,0.0,3.15,4.35,0.4,1.02,None,WhiteMica,2.93891,7.31176,134.49796,0.09692,1007.11559,0.28141,0.77439,1.36543,1.37482,15.65968,216.13074,0.10972,5.24602,3.69868,0.25755,0.07715,,0.70535,21.83662,0.03543,12.94756,1.11747,2.61712,10.03968,47.27394,121.05762,1.12759,24.44538,,117.04914,27.37813,114.47922,0.51647,1.30035,True
S02198,SYN-018,137.0,138.5,137.75,2.2,-251.97,137.75,Pro,7.8,35.94,16.78,11.52,3.26,2.09,21.67,0.41,0.86,2.42,0.33,2.91,1.01,0.0,7.37,None,Chlorite,0.43191,19.59551,11.19657,0.08057,607.45445,,1.68328,4.00724,1.6669,8.6679,194.47303,0.02363,3.17662,0.95043,10.01113,0.45837,10.4327,0.83369,19.70708,,10.7742,0.38834,2.37832,19.2073,40.29002,70.48468,0.78204,58.65948,1.21402,130.42912,32.67325,61.24718,0.87796,2.4558,True
S02199,SYN-018,138.5,140.0,139.25,2.51,-253.4,139.25,Fil,32.53,5.67,0.0,0.96,8.46,39.14,6.33,3.32,5.82,0.0,2.53,0.0,6.26,33.49,3.58,Hematite,Dickite,6.58562,20.25859,445.09761,0.84407,1041.5391,0.7536,15.24787,0.5639,0.26504,12.09204,56.33272,0.09324,,0.5057,1.91968,0.07492,121.71162,0.04996,11.37815,0.1195,9.50631,7.76253,44.99271,11.13105,26.49393,244.99583,0.21009,95.1938,11.34156,168.88651,22.79259,41.19687,6.51789,2.25442,True
S02200,SYN-018,140.0,141.5,140.75,2.82,-254.82,140.75,Pro,2.28,42.68,11.84,8.73,0.95,0.0,19.94,22.42,2.16,0.64,3.24,2.58,1.47,0.96,4.3,None,Chlorite,0.49146,3.14739,15.09972,0.01706,590.04598,1.08663,7.18999,9.01148,,15.71821,40.31179,0.01537,3.56896,1.66885,3.59197,0.06581,1.21379,3.70304,101.56463,0.11917,8.97412,0.54027,4.68943,61.62534,31.20407,482.92651,0.16844,25.35678,1.42345,457.08196,2.97226,165.95781,1.05504,2.40638,True
S02201,SYN-018,141.5,143.0,142.25,3.13,-256.25,142.25,Pro,2.84,34.81,34.24,6.17,0.0,0.87,9.93,0.0,0.0,2.62,0.26,1.8,0.96,1.92,5.04,None,Chlorite,0.91483,8.19173,280.03715,0.04457,560.0824,4.02536,1.22452,4.86494,2.23343,9.31978,46.15236,0.15903,10.02151,0.40795,4.51055,0.08444,2.81245,2.32384,9.0026,0.08089,20.09465,0.10627,4.31967,31.61774,45.1906,87.59082,0.85713,31.69156,2.16609,35.51836,5.17982,19.13434,0.79398,1.52471,True
S02202,SYN-018,143.0,145.0,144.0,3.49,-257.92,144.0,Pro,0.0,26.92,12.53,2.71,3.3,1.91,39.99,0.22,0.0,2.23,4.79,0.0,0.0,0.74,4.07,None,Montmor,1.85633,11.87833,65.51908,0.16654,2053.22548,0.59137,0.97586,9.23706,0.06428,15.12683,122.36419,0.04836,22.14022,0.42508,5.7148,0.32523,1.30748,3.25496,5.21307,0.14867,,0.22613,10.02935,8.58894,18.8033,451.0253,0.6984,69.89357,1.33001,,8.04786,182.39356,1.02836,8.5546,True
S02203,SYN-018,145.0,147.0,146.0,3.9,-259.82,146.0,Pro,20.65,26.98,15.69,13.52,0.21,0.0,19.49,6.24,1.58,2.17,2.21,6.2,4.78,2.14,1.89,None,Chlorite,0.45038,10.30719,112.72048,0.46185,463.05386,0.40786,1.62842,0.78292,0.23061,41.03742,33.45351,0.02446,1.75056,2.96558,0.18421,0.0395,2.45292,1.02471,11.54022,0.0123,21.31158,0.6795,1.566,9.61286,21.02229,94.08063,0.49895,43.06784,,56.87688,46.31842,65.89612,0.30942,6.2173,True
S02204,SYN-018,147.0,148.0,147.5,4.21,-261.25,147.5,Pro,3.91,23.58,11.68,5.67,0.0,0.0,0.0,0.0,3.27,0.49,28.53,5.02,1.81,0.34,2.5,None,Diaspore,1.01936,7.66196,20.73789,0.17881,392.84494,,2.30105,3.94669,1.82671,,79.18111,0.5538,16.20001,9.26252,3.47347,0.40281,53.24686,0.337,42.45542,0.27226,17.73064,2.31246,4.81054,16.30757,168.07609,198.35621,0.33382,41.27854,20.60007,138.80607,50.06562,46.04609,,2.97726,True
S02205,SYN-018,148.0,149.5,148.75,4.47,-262.44,148.75,Pro,3.56,33.6,17.67,7.53,3.46,0.83,24.95,0.0,0.89,28.58,1.78,2.42,0.0,0.39,4.62,None,Chlorite,0.24577,3.60826,,0.12902,183.76451,3.33624,3.30277,2.81566,0.10377,16.99535,86.07376,0.04069,6.8754,3.44779,,0.09947,,2.51589,40.94584,,41.69538,0.21108,1.43498,5.56648,118.67735,721.35337,0.3908,64.76045,6.75421,159.59064,7.17025,23.69681,0.81211,2.23274,False
S02206,SYN-018,149.5,150.5,150.0,4.73,-263.63,150.0,Pro,6.9,25.85,25.95,15.7,0.0,4.16,34.42,0.0,0.88,2.13,5.6,4.39,1.71,23.57,5.22,Hematite,Montmor,2.08855,2.15772,61.2511,0.03975,1702.08365,0.70244,2.79609,0.63029,1.66949,3.35568,30.94581,0.03062,4.67577,0.95536,1.6812,0.07152,23.67573,1.14371,24.70947,0.44744,11.31803,7.56217,1.96612,3.24252,42.09944,169.41163,0.15706,87.0348,9.40211,169.16989,13.04013,74.66434,0.83647,2.4619,True
S02207,SYN-018,150.5,152.0,151.25,4.98,-264.82,151.25,Pro,4.85,35.87,16.83,5.77,8.61,1.76,19.04,19.33,0.0,0.0,1.85,1.17,2.47,0.0,5.64,None,Chlorite,5.56559,4.55918,9.8883,,150.54049,0.89772,1.18737,7.35076,1.03428,14.53587,48.97373,0.03677,22.83222,0.80402,1.28984,0.08161,2.46875,3.99322,13.14702,0.1701,13.39818,0.49092,4.81576,28.02908,30.82455,263.14686,0.16818,57.99843,1.30366,17.75971,5.18595,137.08252,1.68732,5.06312,True
S02208,SYN-018,152.0,153.5,152.75,5.29,-266.25,152.75,Fil,66.14,0.0,3.9,1.43,21.21,3.1,6.53,0.2,9.86,1.51,0.8,0.0,4.22,9.79,1.01,None,WhiteMica,0.9512,7.07358,18.21796,0.01585,311.77429,,2.36882,23.57742,0.15971,7.5774,36.75748,0.01352,8.75113,4.81733,1.5278,0.10777,,3.22061,8.82448,0.03702,85.93879,,8.78643,1.91451,40.1165,394.25476,1.38968,253.34865,2.31514,303.615,29.65335,36.22877,0.77604,3.69757,True
S02209,SYN-018,153.5,154.5,154.0,5.55,-267.44,154.0,Pro,2.13,15.29,14.42,7.01,21.36,0.0,30.29,2.93,2.49,8.45,2.55,0.0,0.0,0.0,3.46,None,Montmor,1.72238,6.56171,17.06209,0.04667,215.52529,7.62737,1.38067,3.41945,0.26739,9.88226,51.00682,0.00548,10.14383,1.35444,1.25609,0.1904,0.90618,0.5548,27.73626,0.09055,12.91622,1.88224,4.63176,10.86805,128.86672,774.89624,0.15668,132.98403,1.95514,123.08074,8.05405,23.95075,4.74741,5.11968,True
S02210,SYN-018,154.5,156.5,155.5,5.86,-268.87,155.5,Pro,12.87,29.85,8.27,8.84,0.0,0.7,16.03,2.22,2.67,0.0,2.4,3.53,0.0,0.0,0.99,None,Chlorite,2.79204,7.73753,103.50455,0.01348,838.87412,4.68041,2.08544,12.49534,1.57614,2.7394,88.94989,0.04372,14.00285,1.8481,1.58724,0.03846,7.05101,5.36883,18.30046,0.05218,4.76884,0.27859,0.89891,,57.80872,101.24759,0.58569,34.49209,0.81403,101.81819,5.94079,17.73281,0.8741,2.62136,True
S02211,SYN-018,156.5,158.0,157.25,6.22,-270.53,157.25,Pro,5.9,47.56,24.7,2.22,5.45,11.31,9.53,1.56,0.93,0.0,13.31,0.0,3.51,0.0,2.7,None,Chlorite,2.58955,8.91724,84.33013,0.20186,1357.70159,,5.22903,0.51884,0.23671,3.59527,17.5643,0.07476,8.54816,3.0421,0.76139,0.20539,18.44909,1.20643,32.06436,0.02674,49.29633,2.43603,5.95864,18.84458,19.24018,60.47246,0.53719,38.21784,10.83635,93.71576,42.69666,435.28813,3.0338,4.55508,True
S02212,SYN-018,158.0,160.0,159.0,6.58,-272.2,159.0,Pro,3.08,25.17,14.97,1.8,0.92,0.17,22.53,0.0,0.0,2.49,0.0,6.48,1.6,1.02,2.36,None,Chlorite,6.46474,23.90322,50.06114,0.02105,40.49599,1.72483,2.24291,7.33198,7.01395,8.92949,67.19786,0.04021,7.86595,0.34483,8.6094,0.08698,8.07936,1.46981,23.32393,0.16031,29.38375,0.7336,8.33339,9.9938,54.68227,498.28909,0.09873,47.63213,,120.28903,11.49257,39.75236,0.48102,0.3758,True
S02213,SYN-018,160.0,161.0,160.5,6.89,-273.63,160.5,Pro,4.19,51.22,14.66,18.75,1.7,3.01,29.36,0.72,1.4,3.02,2.2,0.0,1.61,0.0,2.98,None,Chlorite,5.70964,5.3484,128.29242,0.06739,327.16528,2.35463,12.32893,0.40361,0.35382,12.06718,105.63656,0.35913,2.759,2.24939,0.40792,0.08092,1.13645,1.04593,7.58741,0.18313,47.34554,0.236,2.47985,30.9462,55.23762,271.59737,0.65787,59.60414,1.20215,,9.81031,35.7213,,19.19111,True
S02214,SYN-018,161.0,162.0,161.5,7.09,-274.58,161.5,Pro,5.53,30.06,16.39,38.85,2.02,0.0,9.02,0.21,1.61,0.0,4.87,4.85,0.0,4.45,5.31,None,Epidote,1.27369,12.75969,35.14797,0.48509,135.18766,0.84414,2.27665,0.08715,0.13008,18.89832,59.00579,0.37655,3.47417,10.15472,0.33059,0.10429,5.19959,0.81252,4.79671,0.06194,11.56439,1.23276,2.15428,8.39721,219.85369,123.49363,3.95815,67.23171,,120.37692,16.75745,,2.24055,1.35626,True
S02215,SYN-018,162.0,163.5,162.75,7.35,-275.77,162.75,Pro,5.53,27.29,15.08,8.48,13.54,4.49,0.0,1.19,1.1,0.0,2.73,6.01,0.0,0.0,0.87,None,Chlorite,1.18948,14.74499,18.03407,0.01754,142.70231,0.84767,0.6256,16.26741,0.81616,6.48475,133.37756,0.02315,3.06667,0.48178,12.32334,4.02091,4.08751,0.59495,69.02142,0.22586,34.61801,0.2943,4.63608,19.26085,36.39993,108.63115,0.14689,34.16465,0.60311,170.61317,4.88096,107.16352,0.20934,6.82847,True
S02216,SYN-018,163.5,164.5,164.0,7.61,-276.96,164.0,Pro,9.52,29.47,13.11,4.48,0.0,6.67,27.58,1.64,0.0,1.32,25.01,0.0,0.0,2.79,7.9,None,Chlorite,2.16258,7.13646,81.20489,,348.13319,0.75382,,19.70903,0.18812,15.9915,78.09964,1.57981,17.161,,5.92988,0.67944,22.382,0.90996,37.64649,0.05126,150.93861,0.22932,8.83407,8.28382,6.5543,163.7053,0.44736,415.51161,29.94897,368.48427,18.28368,98.64353,1.18086,,True
S02217,SYN-019,0.0,1.5,0.75,-4.57,-173.13,0.75,Oxd,7.93,1.64,0.0,8.46,7.2,0.0,1.24,12.14,18.77,3.46,5.62,4.04,11.65,33.37,14.84,Hematite,Gypsum,0.04757,22.35405,259.44308,0.36779,138.84427,1.59429,0.57905,0.31117,0.10374,7.8479,27.53783,0.02916,4.99926,2.04309,1.80298,0.08839,6.0582,3.93623,37.67362,0.06643,53.94693,0.09878,13.05996,3.0325,5.76067,12.93137,,68.29221,1.28002,94.48597,9.54742,42.24078,1.381,2.02192,True
S02218,SYN-019,1.5,3.5,2.5,-3.85,-171.87,2.5,Oxd,6.3,2.75,17.77,2.88,3.53,4.78,0.0,24.51,7.17,0.0,4.22,6.27,11.8,78.5,21.67,Hematite,Alunite,1.21064,15.7179,317.40563,0.30695,105.24967,1.29578,0.92961,0.06196,,10.80789,28.1556,0.01916,11.18732,5.85017,0.32674,0.0788,2.56371,1.01284,11.71381,0.08739,56.75694,0.15739,6.14841,3.63051,31.0584,28.21282,0.57918,143.61851,4.63668,29.73927,7.94004,57.72878,0.33655,,True
S02219,SYN-019,3.5,4.5,4.0,-3.23,-170.8,4.0,Oxd,8.66,3.05,0.0,3.94,12.91,0.61,1.12,21.53,8.64,4.84,0.0,2.02,0.0,14.14,43.92,Goethite,Alunite,0.16456,24.81745,626.05045,14.548855570719352,415.64633,0.46805,4.95115,0.04609,0.18799,5.02489,18.92758,0.37245,6.95494,0.81792,0.65904,0.39128,1.94056,0.7395,25.48763,0.18499,39.39407,0.07,3.28318,4.66779,37.64551,118.54354,,21.29373,1.07973,64.4155,21.14287,68.8128,1.36127,2.51633,True
S02220,SYN-019,4.5,5.5,5.0,-2.82,-170.08,5.0,Oxd,4.36,0.0,0.62,21.41,5.94,5.4,0.0,9.67,6.15,2.7,4.55,0.0,18.46,48.74,17.09,Hematite,Epidote,0.3559,15.72759,251.50606,0.35811,55.57083,0.62046,0.79387,0.20316,0.05405,29.11446,71.8205,0.17932,7.65519,1.57917,0.8209,0.03266,2.52636,0.30586,4.22278,0.08192,109.40126,0.11906,6.81413,18.30842,74.13338,379.08876,0.07141,334.24488,3.14775,120.90748,23.58485,253.91344,8.88415,3.34801,True
S02221,SYN-019,5.5,7.0,6.25,-2.3,-169.19,6.25,Oxd,11.76,0.32,1.29,2.11,20.56,0.0,0.0,8.62,16.85,3.94,0.82,2.09,19.41,67.93,33.97,Hematite,Kaolinite,2.06882,15.68397,346.21169,1.8426,309.6502,0.74386,1.5723,0.65414,0.14805,34.41276,15.85682,0.33979,1.68953,3.76063,1.49631,0.06514,2.46651,0.71394,,0.07245,30.96737,0.02414,65.69358,40.59253,173.58744,56.92609,0.95201,583.68488,2.16875,132.99866,,36.3856,5.16826,2.12813,False
S02222,SYN-019,7.0,8.5,7.75,-1.69,-168.11,7.75,ArgAvd,8.2,0.0,0.0,1.6,7.15,5.33,0.69,38.28,0.0,82.54,25.88,9.67,11.61,6.31,6.12,None,Pyrophyllite,,2.88213,80.01646,0.56146,169.22696,0.05314,0.62632,0.63947,,3.36431,20.86273,0.14707,3.43704,0.948,0.37811,,9.77608,0.19805,58.33488,0.11283,6.28927,0.85109,2.58234,5.50251,,121.09408,1.12737,101.1994,1.51965,23.89965,4.63381,106.83531,2.41218,5.40984,True
S02223,SYN-019,8.5,10.0,9.25,-1.07,-167.04,9.25,Oxd,0.86,0.06,1.58,0.0,41.92,0.85,3.11,12.57,16.01,0.45,0.0,4.75,28.16,19.09,42.0,Goethite,Kaolinite,3.83467,8.22248,119.57613,0.42612,257.44093,0.32904,1.48068,0.41844,0.33102,6.75705,27.43609,0.00682,4.99233,1.25119,1.15002,0.05179,23.04657,0.63945,9.27288,,18.46935,3.08909,8.8749,7.78169,48.23151,330.40592,0.48164,20.31253,0.64192,90.95978,5.05547,99.51149,0.39477,10.12039,True
S02224,SYN-019,10.0,11.5,10.75,-0.45,-165.96,10.75,Oxd,1.72,0.8,0.0,0.37,9.04,1.42,0.9,4.67,12.12,1.17,0.0,0.44,14.96,43.27,18.0,Hematite,Water_silica,1.07437,43.78213,293.75911,2.7327,50.81283,0.07816,,0.43387,0.60988,8.74731,15.44574,0.06204,6.25463,0.75308,0.18066,0.06648,,1.1678,23.05354,0.0317,46.44866,0.04052,12.48757,7.41951,35.61555,186.2981,0.57301,68.81755,2.16416,15.61829,8.31418,52.75244,1.20824,2.76758,True
S02225,SYN-019,11.5,13.5,12.5,0.27,-164.71,12.5,Oxd,10.73,3.13,2.96,2.46,2.51,0.0,0.59,5.61,42.93,3.57,4.61,0.0,20.05,64.94,44.84,Hematite,Gypsum,4.25217,12.45777,514.01084,1.46434,343.35092,0.76545,0.88344,0.23934,0.4143,4.6402,70.81949,0.06407,55.3378,1.03343,0.75109,0.07704,,0.34473,,0.03408,38.47121,0.04116,20.46055,8.53441,39.62237,47.34819,1.03982,225.34445,2.53126,29.97719,6.43429,21.87547,2.39733,1.71418,True
S02226,SYN-019,13.5,14.5,14.0,0.89,-163.63,14.0,Oxd,7.28,0.0,0.52,0.0,12.94,0.0,0.0,9.43,14.59,6.23,2.34,3.6,26.11,35.28,34.97,Hematite,Water_silica,0.81455,9.12537,149.03572,0.07305,179.5773,,4.22875,0.1435,0.28889,38.36504,32.6054,0.08006,26.35581,0.88461,1.29278,0.02401,46.8935,0.10994,32.43508,0.02517,21.25614,1.59404,12.61654,9.20203,94.262,212.24479,0.06343,254.99993,6.23869,68.2497,23.11832,9.05303,1.91416,3.18102,True
S02227,SYN-019,14.5,16.0,15.25,1.4,-162.74,15.25,Oxd,6.92,0.0,17.01,2.18,19.44,0.0,3.44,13.09,31.02,1.68,0.0,0.31,29.19,44.81,15.51,Hematite,Gypsum,1.36125,5.09926,243.95237,0.42645,52.33115,0.45864,4.72389,0.0912,,7.96675,33.64274,0.01139,10.16313,1.14692,1.3781,0.01345,4.39329,1.80584,11.82087,0.03762,45.98347,0.18103,52.03522,4.64151,40.72117,20.19974,2.06227,74.75998,3.39082,81.09931,10.46475,19.69172,0.2447,6.82706,True
S02228,SYN-019,16.0,17.5,16.75,2.02,-161.66,16.75,Oxd,7.16,0.0,1.16,2.39,4.09,8.58,0.11,7.28,12.37,0.0,5.16,0.3,21.03,37.9,22.74,Hematite,Water_silica,0.40919,3.53447,292.38376,0.32262,72.8397,0.22659,2.40275,,0.23792,8.03962,46.40665,0.7343333353594063,6.56172,1.48178,0.99104,0.22627,4.71817,0.81871,14.28651,0.0998,67.8386,0.17026,22.97295,1.72591,7.5989,71.08209,0.28691,85.31517,2.39333,54.71713,23.12306,90.93495,0.8177,3.54529,True
