sample_id,holeid,MOD_ALT,labeled
S02500,SYN-021,Sk,True
S02501,SYN-021,Pro,True
S02502,SYN-021,Sk,True
S02503,SYN-021,Sk,True
S02504,SYN-021,Sk,True
S02505,SYN-021,Sk,True
S02506,SYN-021,Sk,True
S02507,SYN-021,Sk,False
S02508,SYN-021,Pro,True
S02509,SYN-021,Sk,True
S02510,SYN-021,Sk,True
S02511,SYN-021,Sk,True
S02512,SYN-021,Sk,True
S02513,SYN-021,Sk,True
S02514,SYN-021,Sk,True
S02515,SYN-021,Sk,True
S02516,SYN-022,Oxd,True
S02517,SYN-022,Oxd,False
S02518,SYN-022,Oxd,True
S02519,SYN-022,Oxd,True
S02520,SYN-022,ArgAvd,True
S02521,SYN-022,Oxd,True
S02522,SYN-022,Oxd,False
S02523,SYN-022,Oxd,True
S02524,SYN-022,Oxd,True
S02525,SYN-022,Oxd,True
S02526,SYN-022,Oxd,True
S02527,SYN-022,Oxd,True
S02528,SYN-022,Oxd,True
S02529,SYN-022,Oxd,True
S02530,SYN-022,Oxd,True
S02531,SYN-022,Oxd,True
S02532,SYN-022,Oxd,True
S02533,SYN-022,ArgAvd,True
S02534,SYN-022,Oxd,True
S02535,SYN-022,Oxd,True
S02536,SYN-022,Oxd,True
S02537,SYN-022,Oxd,True
S02538,SYN-022,Oxd,True
S02539,SYN-022,ArgAvd,True
S02540,SYN-022,ArgAvd,True
S02541,SYN-022,ArgAvd,False
S02542,SYN-022,ArgAvd,True
S02543,SYN-022,ArgAvd,True
S02544,SYN-022,ArgAvd,True
S02545,SYN-022,ArgAvd,True
S02546,SYN-022,ArgAvd,True
S02547,SYN-022,ArgAvd,True
S02548,SYN-022,ArgAvd,True
S02549,SYN-022,ArgAvd,True
S02550,SYN-022,ArgAvd,True
S02551,SYN-022,ArgAvd,True
S02552,SYN-022,ArgAvd,False
S02553,SYN-022,ArgAvd,True
S02554,SYN-022,ArgAvd,True
S02555,SYN-022,Fil,True
S02556,SYN-022,ArgAvd,True
S02557,SYN-022,ArgAvd,True
S02558,SYN-022,ArgAvd,True
S02559,SYN-022,ArgAvd,True
S02560,SYN-022,ArgAvd,True
S02561,SYN-022,ArgAvd,False
S02562,SYN-022,ArgAvd,True
S02563,SYN-022,ArgAvd,True
S02564,SYN-022,ArgAvd,True
S02565,SYN-022,ArgAvd,False
S02566,SYN-022,Fil,False
S02567,SYN-022,ArgAvd,True
S02568,SYN-022,ArgAvd,False
S02569,SYN-022,ArgAvd,True
S02570,SYN-022,ArgAvd,True
S02571,SYN-022,Fil,True
S02572,SYN-022,Fil,False
S02573,SYN-022,ArgAvd,True
S02574,SYN-022,Fil,True
S02575,SYN-022,Fil,False
S02576,SYN-022,Fil,True
S02577,SYN-022,Fil,True
S02578,SYN-022,Arg,True
S02579,SYN-022,Arg,False
S02580,SYN-022,Fil,True
S02581,SYN-022,Fil,False
S02582,SYN-022,Sk,True
S02583,SYN-022,Fil,False
S02584,SYN-022,Fil,False
S02585,SYN-022,Fil,True
S02586,SYN-022,Sk,True
S02587,SYN-022,Sk,True
S02588,SYN-022,Sk,True
S02589,SYN-022,Sk,True
S02590,SYN-022,Sk,False
S02591,SYN-022,Sk,True
S02592,SYN-022,Sk,True
S02593,SYN-022,Arg,False
S02594,SYN-022,Fil,True
S02595,SYN-022,Sk,True
S02596,SYN-022,Sk,True
S02597,SYN-022,Sk,False
S02598,SYN-022,Arg,True
S02599,SYN-022,Arg,True
S02600,SYN-022,Sk,True
S02601,SYN-022,Sk,True
S02602,SYN-022,Arg,True
S02603,SYN-022,Arg,True
S02604,SYN-022,Sk,True
S02605,SYN-022,Sk,True
S02606,SYN-022,Arg,True
S02607,SYN-022,Arg,False
S02608,SYN-022,Fil,False
S02609,SYN-022,Arg,True
S02610,SYN-022,Sk,True
S02611,SYN-022,Sk,True
S02612,SYN-022,Fil,False
S02613,SYN-022,Arg,True
S02614,SYN-022,Arg,False
S02615,SYN-022,Fil,False
S02616,SYN-022,Sk,True
S02617,SYN-022,Arg,True
S02618,SYN-022,Arg,False
S02619,SYN-022,Arg,False
S02620,SYN-022,Fil,False
S02621,SYN-022,Arg,True
S02622,SYN-022,Arg,True
S02623,SYN-022,Arg,True
S02624,SYN-022,Arg,False
S02625,SYN-022,Fil,True
S02626,SYN-022,Fil,True
S02627,SYN-023,Oxd,True
S02628,SYN-023,Oxd,True
S02629,SYN-023,Oxd,True
S02630,SYN-023,Oxd,True
S02631,SYN-023,Oxd,True
S02632,SYN-023,Oxd,True
S02633,SYN-023,Oxd,True
S02634,SYN-023,Oxd,True
S02635,SYN-023,Oxd,False
S02636,SYN-023,Oxd,False
S02637,SYN-023,Oxd,True
S02638,SYN-023,Oxd,False
S02639,SYN-023,Oxd,True
S02640,SYN-023,Oxd,True
S02641,SYN-023,ArgAvd,True
S02642,SYN-023,Fil,True
S02643,SYN-023,Oxd,True
S02644,SYN-023,Oxd,True
S02645,SYN-023,Oxd,True
S02646,SYN-023,Oxd,True
S02647,SYN-023,Oxd,True
S02648,SYN-023,Arg,False
S02649,SYN-023,Fil,True
S02650,SYN-023,Oxd,True
S02651,SYN-023,Oxd,True
S02652,SYN-023,Pro,True
S02653,SYN-023,Pro,True
S02654,SYN-023,Fil,True
S02655,SYN-023,Pro,True
S02656,SYN-023,Arg,True
S02657,SYN-023,Fil,True
S02658,SYN-023,Pro,True
S02659,SYN-023,Pro,True
S02660,SYN-023,ArgAvd,False
S02661,SYN-023,Pro,True
S02662,SYN-023,Pro,True
S02663,SYN-023,Arg,True
S02664,SYN-023,Pro,True
S02665,SYN-023,Fil,True
S02666,SYN-023,Pro,True
S02667,SYN-023,Fil,True
S02668,SYN-023,Arg,True
S02669,SYN-023,Pro,False
S02670,SYN-023,Pro,False
S02671,SYN-023,Fil,True
S02672,SYN-023,Pro,True
S02673,SYN-023,Fil,True
S02674,SYN-023,Fil,True
S02675,SYN-023,Pro,True
S02676,SYN-023,Pro,True
S02677,SYN-023,Pro,True
S02678,SYN-023,Fil,True
S02679,SYN-023,Fil,True
S02680,SYN-023,Fil,True
S02681,SYN-023,Arg,True
S02682,SYN-023,Pro,True
S02683,SYN-023,Pro,False
S02684,SYN-023,Arg,True
S02685,SYN-023,Pro,False
S02686,SYN-023,Pro,True
S02687,SYN-023,Fil,True
S02688,SYN-023,Pro,True
S02689,SYN-023,Arg,True
S02690,SYN-023,Pro,False
S02691,SYN-023,Fil,False
S02692,SYN-023,Fil,True
S02693,SYN-023,Pro,True
S02694,SYN-023,Pro,True
S02695,SYN-023,Pro,True
S02696,SYN-023,Pro,True
S02697,SYN-023,Pro,True
S02698,SYN-023,Pro,True
S02699,SYN-023,Pro,True
S02700,SYN-023,Fil,True
S02701,SYN-023,Pro,False
S02702,SYN-023,Pro,False
S02703,SYN-023,Pro,True
S02704,SYN-023,Pro,True
S02705,SYN-023,Pro,False
S02706,SYN-023,Pro,True
S02707,SYN-023,Pro,True
S02708,SYN-023,Pro,True
S02709,SYN-023,Fil,True
S02710,SYN-023,Pro,True
S02711,SYN-023,Pro,True
S02712,SYN-023,Pro,True
S02713,SYN-023,Pro,True
S02714,SYN-023,Pro,False
S02715,SYN-023,Pro,True
S02716,SYN-023,Pro,True
S02717,SYN-023,Pro,True
S02718,SYN-023,Fil,True
S02719,SYN-023,Pro,True
S02720,SYN-023,Pro,True
S02721,SYN-023,Pro,True
S02722,SYN-023,Pro,True
S02723,SYN-023,Pro,True
S02724,SYN-023,Pro,True
S02725,SYN-023,Pro,True
S02726,SYN-023,Pro,True
S02727,SYN-023,Pro,True
S02728,SYN-023,Pro,True
S02729,SYN-023,Fil,True
S02730,SYN-023,Pro,True
S02731,SYN-023,Pro,True
S02732,SYN-023,Fil,True
S02733,SYN-023,Pro,True
S02734,SYN-023,Pro,True
S02735,SYN-023,Fil,True
S02736,SYN-023,Pro,False
S02737,SYN-023,Pro,True
S02738,SYN-023,Pro,True
S02739,SYN-023,Pro,True
S02740,SYN-023,Pro,True
S02741,SYN-023,Pro,True
S02742,SYN-023,Fil,True
S02743,SYN-023,Fil,True
S02744,SYN-023,Fil,True
S02745,SYN-023,Pro,True
S02746,SYN-023,Pro,True
S02747,SYN-023,Fil,True
S02748,SYN-023,Pro,True
S02749,SYN-023,Pro,True
S02750,SYN-023,Pro,True
S02751,SYN-023,Pro,True
S02752,SYN-023,Fil,True
S02753,SYN-023,Pro,True
S02754,SYN-023,Pro,True
S02755,SYN-023,Pro,True
S02756,SYN-023,Pro,True
S02757,SYN-023,Pro,True
S02758,SYN-023,Pro,True
S02759,SYN-023,Pro,True
S02760,SYN-023,Pro,True
S02761,SYN-023,Pro,True
S02762,SYN-023,Pro,True
S02763,SYN-023,Pro,True
S02764,SYN-023,Pro,True
S02765,SYN-023,Pro,True
S02766,SYN-023,Pro,True
S02767,SYN-023,Pro,True
S02768,SYN-023,Pro,True
S02769,SYN-023,Pro,True
S02770,SYN-023,Pro,True
S02771,SYN-024,Oxd,True
S02772,SYN-024,Oxd,False
S02773,SYN-024,Oxd,True
S02774,SYN-024,Oxd,True
S02775,SYN-024,Oxd,True
S02776,SYN-024,Oxd,True
S02777,SYN-024,Oxd,True
S02778,SYN-024,Oxd,True
S02779,SYN-024,Oxd,False
S02780,SYN-024,Oxd,True
S02781,SYN-024,Oxd,False
S02782,SYN-024,Oxd,True
S02783,SYN-024,Oxd,True
S02784,SYN-024,Oxd,False
S02785,SYN-024,ArgAvd,False
S02786,SYN-024,Oxd,True
S02787,SYN-024,Oxd,True
S02788,SYN-024,Oxd,True
S02789,SYN-024,ArgAvd,True
S02790,SYN-024,Oxd,False
S02791,SYN-024,Oxd,True
S02792,SYN-024,Oxd,True
S02793,SYN-024,Oxd,True
S02794,SYN-024,Oxd,True
S02795,SYN-024,Oxd,True
S02796,SYN-024,ArgAvd,True
S02797,SYN-024,Oxd,True
S02798,SYN-024,Oxd,True
S02799,SYN-024,ArgAvd,True
S02800,SYN-024,Fil,True
S02801,SYN-024,ArgAvd,True
S02802,SYN-024,ArgAvd,True
S02803,SYN-024,Fil,True
S02804,SYN-024,Oxd,True
S02805,SYN-024,ArgAvd,True
S02806,SYN-024,Fil,False
S02807,SYN-024,Fil,False
S02808,SYN-024,ArgAvd,True
S02809,SYN-024,ArgAvd,True
S02810,SYN-024,ArgAvd,True
S02811,SYN-024,ArgAvd,False
S02812,SYN-024,ArgAvd,False
S02813,SYN-024,ArgAvd,True
S02814,SYN-024,ArgAvd,True
S02815,SYN-024,ArgAvd,True
S02816,SYN-024,Fil,True
S02817,SYN-024,ArgAvd,True
S02818,SYN-024,ArgAvd,True
S02819,SYN-024,ArgAvd,False
S02820,SYN-024,ArgAvd,True
S02821,SYN-024,ArgAvd,True
S02822,SYN-024,ArgAvd,True
S02823,SYN-024,ArgAvd,False
S02824,SYN-024,ArgAvd,True
S02825,SYN-024,ArgAvd,True
S02826,SYN-024,ArgAvd,True
S02827,SYN-024,ArgAvd,True
S02828,SYN-024,ArgAvd,False
S02829,SYN-024,ArgAvd,True
S02830,SYN-024,ArgAvd,True
S02831,SYN-024,ArgAvd,True
S02832,SYN-024,ArgAvd,True
S02833,SYN-024,ArgAvd,True
S02834,SYN-024,ArgAvd,True
S02835,SYN-024,ArgAvd,True
S02836,SYN-024,ArgAvd,True
S02837,SYN-024,Fil,True
S02838,SYN-024,ArgAvd,False
S02839,SYN-024,ArgAvd,True
S02840,SYN-024,Fil,True
S02841,SYN-024,ArgAvd,False
S02842,SYN-024,Sk,True
S02843,SYN-024,ArgAvd,True
S02844,SYN-024,Fil,False
S02845,SYN-024,Pro,True
S02846,SYN-024,ArgAvd,False
S02847,SYN-024,ArgAvd,False
S02848,SYN-024,ArgAvd,True
S02849,SYN-024,ArgAvd,True
S02850,SYN-024,ArgAvd,True
S02851,SYN-024,Sk,True
S02852,SYN-024,Sk,True
S02853,SYN-024,Sk,False
S02854,SYN-024,Fil,True
S02855,SYN-024,ArgAvd,True
S02856,SYN-024,Pro,True
S02857,SYN-024,Sk,True
S02858,SYN-024,Sk,True
S02859,SYN-024,Sk,False
S02860,SYN-024,Sk,True
S02861,SYN-024,Pro,True
S02862,SYN-024,Sk,True
S02863,SYN-024,Sk,True
S02864,SYN-024,Sk,True
S02865,SYN-024,Sk,True
S02866,SYN-024,Sk,True
S02867,SYN-024,Pro,True
S02868,SYN-024,Sk,True
S02869,SYN-024,Sk,True
S02870,SYN-024,Sk,True
S02871,SYN-024,Sk,True
S02872,SYN-024,Sk,True
S02873,SYN-024,Sk,True
S02874,SYN-024,Sk,True
S02875,SYN-024,Sk,True
S02876,SYN-024,Sk,False
S02877,SYN-024,Sk,True
S02878,SYN-024,Sk,True
S02879,SYN-024,Sk,True
S02880,SYN-024,Sk,False
S02881,SYN-024,Sk,True
S02882,SYN-024,Sk,True
S02883,SYN-024,Sk,False
S02884,SYN-024,Sk,True
S02885,SYN-024,Sk,False
S02886,SYN-024,Sk,False
S02887,SYN-024,Sk,True
S02888,SYN-024,Sk,True
S02889,SYN-024,Sk,False
S02890,SYN-024,Sk,True
S02891,SYN-024,Sk,True
S02892,SYN-024,Sk,False
S02893,SYN-024,Sk,True
S02894,SYN-024,Sk,True
S02895,SYN-024,Sk,False
S02896,SYN-024,Sk,True
S02897,SYN-024,Sk,True
S02898,SYN-024,Sk,True
S02899,SYN-024,Sk,True
S02900,SYN-024,Sk,True
S02901,SYN-024,Sk,True
S02902,SYN-024,Sk,True
S02903,SYN-024,Sk,True
S02904,SYN-024,Sk,True
S02905,SYN-024,Sk,True
S02906,SYN-024,Sk,True
S02907,SYN-024,Sk,False
S02908,SYN-024,Sk,True
S02909,SYN-024,Sk,False
S02910,SYN-024,Sk,True
S02911,SYN-024,Sk,True
S02912,SYN-024,Sk,True
S02913,SYN-024,Sk,True
S02914,SYN-024,Sk,True
S02915,SYN-024,Sk,False
S02916,SYN-024,Sk,True
S02917,SYN-024,Sk,True
S02918,SYN-024,Sk,True
S02919,SYN-024,Pro,True
S02920,SYN-024,Sk,True
S02921,SYN-024,Sk,False
S02922,SYN-024,Sk,True
S02923,SYN-024,Sk,False
S02924,SYN-024,Sk,True
S02925,SYN-024,Sk,True
S02926,SYN-024,Sk,True
S02927,SYN-024,Sk,True
S02928,SYN-024,Sk,True
