sample_id,holeid,from_m,to_m,x,y,z,depth_m,WhiteMica,Chlorite,Carbonate,Epidote,Kaolinite,Dickite,Montmor,Alunite,Gypsum,Pyrophyllite,Diaspore,Zunyite,Water_silica,Hematite,Goethite,VNIRMinerals,aiMineral1
S02060,SYN-017,163.0,164.5,113.16,-2.56,163.75,163.75,15.01,5.47,15.34,7.41,7.86,3.19,17.2,0.88,0.0,3.96,0.0,26.01,21.45,3.47,1.89,None,Zunyite
S02061,SYN-017,164.5,166.0,114.42,-2.08,165.25,165.25,39.04,33.77,12.23,26.43,0.0,25.91,11.78,0.0,0.0,32.8,1.86,1.09,18.08,5.09,2.24,None,WhiteMica
S02062,SYN-017,166.0,167.5,115.68,-1.6,166.75,166.75,30.09,24.45,13.29,5.86,10.88,1.48,13.11,2.37,2.62,4.55,2.47,0.0,3.25,20.82,5.78,Hematite,WhiteMica
S02063,SYN-017,167.5,169.0,116.95,-1.11,168.25,168.25,5.0,50.95,43.23,3.11,29.43,1.42,14.2,0.0,0.65,2.37,5.2,0.0,1.03,0.97,0.88,None,Chlorite
S02064,SYN-017,169.0,170.5,118.21,-0.63,169.75,169.75,17.24,37.38,14.76,4.25,12.61,2.82,19.53,0.0,4.4,0.09,1.29,1.4,0.25,2.7,0.02,None,Chlorite
S02065,SYN-017,170.5,172.0,119.47,-0.14,171.25,171.25,41.03,34.81,9.64,30.04,8.35,1.12,9.61,0.71,1.61,0.0,1.23,0.64,27.32,1.89,3.68,None,WhiteMica
S02066,SYN-017,172.0,173.0,120.52,0.26,172.5,172.5,12.66,59.22,25.38,7.37,13.23,0.0,5.84,1.06,3.66,4.95,0.0,5.28,0.8,4.12,3.42,None,Chlorite
S02067,SYN-017,173.0,174.5,121.57,0.66,173.75,173.75,10.35,12.67,19.05,0.87,14.08,14.55,7.22,5.27,0.95,0.95,3.23,3.95,0.57,5.77,0.0,None,Carbonate
S02068,SYN-017,174.5,176.0,122.83,1.15,175.25,175.25,3.41,63.26,12.5,7.48,0.0,2.5,10.87,0.0,4.26,0.0,0.0,2.4,2.91,0.33,0.0,None,Chlorite
S02069,SYN-017,176.0,177.5,124.1,1.63,176.75,176.75,15.83,23.66,17.61,10.53,13.1,0.0,26.73,0.0,4.49,0.0,0.0,0.45,6.45,0.0,3.8,None,Montmor
S02070,SYN-017,177.5,179.5,125.57,2.2,178.5,178.5,34.03,16.35,13.21,6.36,12.6,1.5,33.08,0.0,0.0,2.3,3.42,3.65,23.52,3.38,3.79,None,WhiteMica
S02071,SYN-017,179.5,181.0,127.04,2.76,180.25,180.25,13.93,19.1,14.98,5.09,11.36,0.0,51.73,3.89,0.0,0.0,0.0,0.8,4.73,0.0,4.35,None,Montmor
S02072,SYN-017,181.0,183.0,128.51,3.32,182.0,182.0,18.6,28.11,13.86,6.72,11.47,3.66,4.3,0.58,0.25,0.49,2.02,2.38,0.0,3.19,32.34,Goethite,Chlorite
S02073,SYN-017,183.0,185.0,130.2,3.97,184.0,184.0,10.04,18.68,4.57,4.4,12.43,0.0,22.39,1.48,0.98,2.68,29.56,0.0,0.0,1.87,31.73,Goethite,Diaspore
S02074,SYN-017,185.0,187.0,131.88,4.62,186.0,186.0,0.0,23.92,9.82,5.52,6.91,0.0,7.29,2.29,2.29,0.0,3.6,0.0,3.45,1.59,2.61,None,Chlorite
S02075,SYN-017,187.0,189.0,133.56,5.26,188.0,188.0,10.31,31.48,16.74,2.94,18.86,1.2,18.88,0.0,2.33,3.11,0.0,1.62,1.61,28.96,4.79,Hematite,Chlorite
S02076,SYN-017,189.0,190.0,134.82,5.75,189.5,189.5,33.14,65.39,13.24,7.01,11.51,3.1,27.28,27.74,0.0,0.0,1.95,0.54,2.79,0.78,3.26,None,Chlorite
S02077,SYN-017,190.0,191.5,135.87,6.15,190.75,190.75,20.29,47.43,9.71,5.79,9.82,4.93,19.7,3.89,23.84,0.0,0.0,4.44,36.54,10.21,0.0,None,Chlorite
S02078,SYN-017,191.5,192.5,136.92,6.55,192.0,192.0,27.81,23.17,16.79,6.51,14.14,0.0,15.2,1.49,5.27,2.0,0.13,2.1,1.68,27.3,3.58,Hematite,WhiteMica
S02079,SYN-017,192.5,194.5,138.19,7.04,193.5,193.5,11.32,15.26,20.49,7.05,0.0,16.62,11.52,0.0,3.01,0.0,1.53,1.16,0.0,0.14,4.63,None,Carbonate
S02080,SYN-017,194.5,196.0,139.66,7.6,195.25,195.25,13.5,11.04,11.66,10.0,11.38,4.76,8.18,0.0,0.86,0.0,2.8,2.74,2.19,7.68,0.72,None,WhiteMica
S02081,SYN-017,196.0,197.5,140.92,8.08,196.75,196.75,0.0,58.75,13.4,3.83,18.71,1.66,12.2,3.15,0.01,0.0,0.0,1.74,0.37,1.93,7.28,None,Chlorite
S02082,SYN-017,197.5,199.5,142.39,8.65,198.5,198.5,8.02,26.91,11.69,5.65,16.83,0.0,14.56,6.22,2.0,2.04,2.37,1.25,1.55,0.0,2.21,None,Chlorite
S02083,SYN-017,199.5,200.5,143.65,9.13,200.0,200.0,18.86,23.35,12.44,1.54,12.5,2.9,19.56,4.18,0.0,2.52,3.09,3.51,1.87,1.59,5.68,None,Chlorite
S02084,SYN-017,200.5,202.0,144.71,9.54,201.25,201.25,17.71,22.84,12.76,7.49,17.07,4.59,10.86,6.4,0.0,0.76,6.3,5.67,2.44,6.56,0.54,None,Chlorite
S02085,SYN-017,202.0,203.5,145.97,10.02,202.75,202.75,18.27,1.78,0.0,23.07,56.41,8.28,8.06,5.3,1.72,2.32,0.0,0.0,6.73,2.63,5.07,None,Kaolinite
S02086,SYN-017,203.5,204.5,147.02,10.42,204.0,204.0,15.92,25.57,15.85,5.95,13.27,0.0,16.53,0.0,32.05,2.75,2.39,0.0,1.94,0.0,6.44,None,Gypsum
S02087,SYN-017,204.5,206.0,148.07,10.83,205.25,205.25,12.18,29.64,16.43,6.05,5.77,0.12,15.73,1.82,0.0,11.27,4.01,0.0,0.0,4.38,1.0,None,Chlorite
S02088,SYN-017,206.0,208.0,149.54,11.39,207.0,207.0,22.77,30.87,7.97,5.58,16.81,0.0,14.63,2.09,0.0,0.0,0.0,1.35,5.02,3.58,3.73,None,Chlorite
S02089,SYN-017,208.0,209.0,150.8,11.88,208.5,208.5,12.39,37.95,11.6,4.44,1.74,2.76,11.51,0.91,0.31,0.0,0.0,4.57,1.42,3.51,2.41,None,Chlorite
S02090,SYN-017,209.0,210.5,151.86,12.28,209.75,209.75,3.42,36.05,12.53,29.02,0.0,0.0,24.39,0.0,0.0,2.98,0.0,4.32,3.82,0.0,0.44,None,Chlorite
S02091,SYN-017,210.5,212.0,153.12,12.76,211.25,211.25,18.22,47.63,15.72,12.74,17.19,4.85,14.76,0.38,1.85,38.56,0.0,3.17,5.17,26.5,3.28,Hematite,Chlorite
S02092,SYN-017,212.0,213.5,154.38,13.25,212.75,212.75,17.41,39.37,9.41,6.1,15.77,1.38,41.65,0.0,4.64,0.0,0.0,28.99,0.0,0.0,2.19,None,Montmor
S02093,SYN-017,213.5,214.5,155.43,13.65,214.0,214.0,13.35,32.47,4.11,6.8,14.4,0.47,9.07,5.43,2.05,2.12,3.75,0.23,0.0,1.14,2.34,None,Chlorite
S02094,SYN-017,214.5,216.5,156.69,14.14,215.5,215.5,38.31,2.47,2.2,3.89,15.94,18.23,4.5,1.01,8.49,0.2,5.89,3.76,0.0,5.65,19.85,Goethite,WhiteMica
S02095,SYN-017,216.5,218.5,158.37,14.78,217.5,217.5,2.95,20.86,12.97,9.45,0.0,1.35,13.97,0.0,16.23,0.0,0.0,1.97,23.93,0.0,5.14,None,Water_silica
S02096,SYN-017,218.5,219.5,159.64,15.27,219.0,219.0,9.65,21.4,5.91,2.92,14.03,2.31,19.57,0.0,2.49,2.72,0.16,3.08,0.69,0.0,1.95,None,Chlorite
S02097,SYN-017,219.5,221.0,160.69,15.67,220.25,220.25,12.92,5.49,6.22,8.39,19.5,0.61,23.92,3.46,0.0,1.11,2.45,27.67,0.17,0.0,2.26,None,Zunyite
S02098,SYN-017,221.0,222.5,161.95,16.15,221.75,221.75,41.97,5.85,2.54,0.0,66.97,18.3,6.24,3.56,0.0,3.56,5.64,3.65,1.15,3.95,23.7,Goethite,Kaolinite
S02099,SYN-017,222.5,224.0,163.21,16.64,223.25,223.25,29.49,22.85,7.94,19.36,11.87,0.0,15.07,1.23,1.67,1.89,0.0,13.28,2.1,6.67,5.7,None,WhiteMica
S02100,SYN-017,224.0,225.5,164.47,17.12,224.75,224.75,30.65,0.0,3.61,1.98,20.35,18.15,17.79,0.0,6.61,0.69,1.19,1.87,2.27,2.63,0.0,None,WhiteMica
S02101,SYN-017,225.5,226.5,165.53,17.52,226.0,226.0,24.01,61.13,6.64,7.2,9.96,2.49,13.71,1.12,0.0,36.9,0.92,0.0,31.7,32.03,0.0,Hematite,Chlorite
S02102,SYN-017,226.5,227.5,166.37,17.85,227.0,227.0,37.26,3.03,1.83,2.54,88.88,34.99,4.58,4.27,0.54,2.65,2.49,0.68,0.0,1.9,3.35,None,Kaolinite
S02103,SYN-017,227.5,229.5,167.63,18.33,228.5,228.5,23.35,14.32,14.63,8.44,16.3,3.66,18.78,0.69,3.49,0.0,4.31,2.42,38.64,1.54,1.76,None,Water_silica
S02104,SYN-017,229.5,231.0,169.1,18.9,230.25,230.25,6.76,3.62,4.01,0.0,34.04,34.77,6.66,0.0,3.51,0.0,21.09,3.1,0.0,3.74,4.57,None,Dickite
S02105,SYN-017,231.0,233.0,170.57,19.46,232.0,232.0,33.71,26.61,35.33,10.24,0.01,0.0,9.35,1.42,0.0,0.0,0.0,7.31,0.0,0.0,6.88,None,Carbonate
S02106,SYN-017,233.0,234.5,172.04,20.03,233.75,233.75,7.93,2.5,4.67,1.59,15.21,22.87,3.88,2.87,4.54,3.48,0.08,33.64,0.0,3.59,6.21,None,Zunyite
S02107,SYN-018,0.0,2.0,-25.95,-121.77,1.0,1.0,8.06,3.11,0.0,23.56,9.62,1.67,4.66,6.46,14.09,0.48,3.54,2.33,16.05,11.23,66.16,Goethite,Epidote
S02108,SYN-018,2.0,3.0,-25.65,-123.2,2.5,2.5,4.21,0.0,8.26,0.0,5.42,0.66,0.0,14.18,15.21,5.06,0.0,0.75,7.17,65.75,19.33,Hematite,Gypsum
S02109,SYN-018,3.0,4.0,-25.44,-124.15,3.5,3.5,6.66,0.0,1.73,0.29,5.0,0.0,1.82,5.37,12.6,2.66,3.16,6.48,18.61,49.62,21.79,Hematite,Water_silica
S02110,SYN-018,4.0,6.0,-25.13,-125.58,5.0,5.0,3.92,0.0,1.67,4.05,8.13,4.31,0.97,16.14,0.3,69.92,15.39,6.24,6.34,18.83,5.39,Hematite,Pyrophyllite
S02111,SYN-018,6.0,8.0,-24.72,-127.49,7.0,7.0,8.71,1.35,0.0,3.73,7.05,2.5,0.0,2.2,11.94,0.0,0.89,0.0,1.75,32.76,49.11,Goethite,Gypsum
S02112,SYN-018,8.0,9.5,-24.36,-129.15,8.75,8.75,6.9,0.5,1.99,0.04,10.56,2.48,0.0,26.19,7.39,1.95,0.0,1.05,18.59,52.19,16.89,Hematite,Alunite
S02113,SYN-018,9.5,11.0,-24.05,-130.58,10.25,10.25,4.57,0.0,2.27,2.83,19.22,3.51,0.71,5.9,14.64,1.16,5.0,0.0,18.98,49.79,48.71,Hematite,Kaolinite
S02114,SYN-018,11.0,12.5,-23.74,-132.01,11.75,11.75,5.03,35.98,0.0,0.0,5.89,12.2,1.47,18.32,4.96,83.96,17.84,9.87,12.74,32.84,0.72,Hematite,Pyrophyllite
S02115,SYN-018,12.5,14.0,-23.43,-133.44,13.25,13.25,6.16,11.96,1.58,0.24,2.76,14.71,0.93,45.61,0.62,76.01,3.67,6.77,11.52,0.59,5.61,None,Pyrophyllite
S02116,SYN-018,14.0,15.0,-23.17,-134.63,14.5,14.5,5.25,3.48,3.68,1.86,1.06,1.19,3.05,3.33,14.51,3.66,0.91,2.12,14.39,23.31,45.51,Goethite,Gypsum
S02117,SYN-018,15.0,17.0,-22.87,-136.05,16.0,16.0,8.74,0.0,3.52,0.1,10.52,0.0,0.91,11.16,8.9,4.15,1.79,0.68,26.14,62.03,27.79,Hematite,Water_silica
S02118,SYN-018,17.0,18.5,-22.51,-137.72,17.75,17.75,3.05,5.14,0.67,4.47,8.42,3.97,2.88,1.42,16.58,0.0,1.55,2.51,3.33,45.94,34.29,Hematite,Gypsum
S02119,SYN-018,18.5,20.0,-22.2,-139.15,19.25,19.25,3.45,3.84,0.0,3.04,5.78,0.0,0.34,9.64,22.22,3.47,0.0,0.0,18.76,27.26,38.3,Goethite,Gypsum
S02120,SYN-018,20.0,21.0,-21.94,-140.34,20.5,20.5,7.62,0.0,2.35,28.76,8.61,0.0,0.0,6.39,15.2,0.88,0.46,0.0,19.59,71.16,44.9,Hematite,Epidote
S02121,SYN-018,21.0,22.0,-21.73,-141.29,21.5,21.5,4.81,0.07,0.0,1.0,38.08,0.0,0.0,32.58,17.51,0.0,3.13,4.39,17.64,53.52,24.9,Hematite,Kaolinite
S02122,SYN-018,22.0,23.5,-21.48,-142.48,22.75,22.75,3.94,0.93,0.5,0.66,8.57,36.35,0.0,34.42,0.0,100.0,20.16,9.69,7.29,0.0,1.86,None,Pyrophyllite
S02123,SYN-018,23.5,25.0,-21.17,-143.91,24.25,24.25,2.08,2.46,4.24,1.43,10.2,0.0,2.93,35.88,21.02,4.82,1.24,3.45,27.96,82.54,33.34,Hematite,Alunite
S02124,SYN-018,25.0,26.5,-20.86,-145.34,25.75,25.75,9.65,2.53,0.0,0.0,8.88,0.66,0.25,11.87,14.58,0.01,0.32,3.56,12.78,61.72,22.1,Hematite,Gypsum
S02125,SYN-018,26.5,27.5,-20.6,-146.53,27.0,27.0,0.0,36.08,1.65,11.8,3.35,2.95,0.0,32.22,2.07,30.45,20.72,6.74,7.66,3.85,0.15,None,Chlorite
S02126,SYN-018,27.5,29.5,-20.29,-147.96,28.5,28.5,3.03,0.0,2.79,0.0,10.74,2.75,0.0,4.1,20.42,1.28,2.03,3.42,17.23,42.62,20.83,Hematite,Gypsum
S02127,SYN-018,29.5,31.0,-19.93,-149.62,30.25,30.25,5.46,0.0,0.0,2.36,9.78,0.12,2.79,1.9,0.29,1.01,3.89,1.45,18.87,58.42,29.26,Hematite,Water_silica
S02128,SYN-018,31.0,33.0,-19.57,-151.29,32.0,32.0,4.33,6.48,0.0,10.01,13.69,4.55,0.0,6.7,10.33,2.49,0.0,2.73,14.82,57.25,36.99,Hematite,Water_silica
S02129,SYN-018,33.0,34.0,-19.26,-152.72,33.5,33.5,5.2,3.59,0.0,0.0,29.92,4.39,1.68,41.53,7.85,18.64,0.94,0.0,27.45,31.79,16.11,Hematite,Alunite
S02130,SYN-018,34.0,35.5,-19.0,-153.91,34.75,34.75,53.46,0.0,0.67,0.0,10.03,8.18,1.68,2.96,6.51,32.89,3.8,1.1,4.75,1.69,4.36,None,WhiteMica
S02131,SYN-018,35.5,37.0,-18.7,-155.33,36.25,36.25,45.22,5.0,1.23,0.0,5.97,31.64,28.3,1.79,7.04,0.0,3.51,0.0,4.01,1.82,1.92,None,WhiteMica
S02132,SYN-018,37.0,38.5,-18.39,-156.76,37.75,37.75,48.5,1.76,1.26,32.35,28.82,31.41,4.99,25.18,2.48,0.0,1.08,1.42,4.35,6.73,2.61,None,WhiteMica
S02133,SYN-018,38.5,40.0,-18.08,-158.19,39.25,39.25,37.28,26.19,20.63,0.0,8.07,8.05,2.97,0.0,33.99,1.4,0.55,1.42,9.93,2.33,4.69,None,WhiteMica
S02134,SYN-018,40.0,41.0,-17.82,-159.38,40.5,40.5,18.82,0.0,1.85,2.46,93.81,13.98,6.89,1.13,3.29,0.0,1.71,0.8,2.22,0.12,4.95,None,Kaolinite
S02135,SYN-018,41.0,42.5,-17.56,-160.57,41.75,41.75,22.41,0.0,2.0,0.0,14.6,9.49,7.46,0.0,3.36,2.89,0.0,22.6,0.0,0.0,2.24,None,Zunyite
S02136,SYN-018,42.5,44.0,-17.25,-162.0,43.25,43.25,20.04,24.58,0.0,3.3,30.59,7.35,5.36,0.0,0.37,4.4,2.38,2.35,23.15,26.21,3.34,Hematite,Kaolinite
S02137,SYN-018,44.0,45.5,-16.95,-163.43,44.75,44.75,53.31,0.93,0.0,0.0,11.48,3.93,5.98,0.0,5.1,3.01,7.7,0.31,3.01,3.01,5.31,None,WhiteMica
S02138,SYN-018,45.5,46.5,-16.69,-164.62,46.0,46.0,87.05,0.0,0.82,0.0,12.79,3.38,3.32,6.4,7.57,0.0,0.66,5.4,3.41,0.0,1.19,None,WhiteMica
S02139,SYN-018,46.5,48.0,-16.43,-165.81,47.25,47.25,5.74,1.43,0.0,1.94,34.83,14.55,13.67,1.63,7.54,2.23,16.55,4.69,3.15,4.68,0.0,None,Kaolinite
S02140,SYN-018,48.0,49.5,-16.12,-167.23,48.75,48.75,3.61,1.59,21.61,0.22,9.93,3.42,0.0,8.26,23.68,5.22,1.25,0.16,63.11,39.07,7.59,Hematite,Water_silica
S02141,SYN-018,49.5,51.0,-15.81,-168.66,50.25,50.25,33.4,0.0,4.41,0.82,38.16,24.49,30.27,0.0,0.93,4.08,0.0,0.0,2.7,0.97,1.77,None,Kaolinite
S02142,SYN-018,51.0,52.5,-15.5,-170.09,51.75,51.75,43.33,4.43,2.71,1.46,63.09,12.99,4.59,1.94,0.92,0.0,2.97,0.0,0.0,1.54,2.19,None,Kaolinite
S02143,SYN-018,52.5,54.0,-15.2,-171.52,53.25,53.25,34.68,0.2,2.92,2.97,49.25,4.72,10.94,0.0,3.76,20.26,3.04,0.02,14.85,1.91,2.67,None,Kaolinite
S02144,SYN-018,54.0,56.0,-14.84,-173.18,55.0,55.0,32.75,0.0,0.0,6.99,80.54,12.18,6.27,34.46,2.26,0.0,4.01,0.5,2.57,0.0,37.28,Goethite,Kaolinite
S02145,SYN-018,56.0,57.5,-14.47,-174.85,56.75,56.75,24.24,0.64,5.26,23.03,56.03,18.18,3.57,0.0,40.73,0.0,0.0,0.0,1.0,0.64,1.18,None,Kaolinite
S02146,SYN-018,57.5,59.0,-14.17,-176.28,58.25,58.25,18.51,7.79,0.0,1.08,13.76,7.17,4.26,3.67,10.99,0.38,28.49,0.18,7.36,2.98,2.59,None,Diaspore
S02147,SYN-018,59.0,61.0,-13.81,-177.94,60.0,60.0,33.32,32.66,30.02,5.44,2.33,2.19,11.84,2.97,0.0,6.7,3.47,0.85,0.81,1.75,24.53,Goethite,WhiteMica
S02148,SYN-018,61.0,62.5,-13.45,-179.61,61.75,61.75,67.04,17.1,19.78,0.83,12.69,1.58,8.66,0.0,8.25,0.0,0.0,1.31,3.07,0.71,3.59,None,WhiteMica
S02149,SYN-018,62.5,64.5,-13.09,-181.28,63.5,63.5,94.02,0.0,0.0,2.58,14.53,7.38,5.31,3.8,5.65,3.7,0.0,0.0,7.2,35.62,4.31,Hematite,WhiteMica
S02150,SYN-018,64.5,66.5,-12.67,-183.18,65.5,65.5,13.65,2.4,0.63,3.23,11.86,16.4,5.42,2.31,2.67,0.0,3.77,4.37,2.51,3.33,4.87,None,Dickite
S02151,SYN-018,66.5,67.5,-12.36,-184.61,67.0,67.0,53.22,4.06,0.34,3.31,11.65,2.95,6.54,0.0,27.68,0.0,15.39,3.63,2.66,5.46,3.63,None,WhiteMica
S02152,SYN-018,67.5,69.0,-12.11,-185.8,68.25,68.25,44.2,6.29,3.82,0.08,5.88,10.1,3.69,6.25,9.51,4.2,2.82,0.0,4.97,1.5,3.24,None,WhiteMica
S02153,SYN-018,69.0,70.5,-11.8,-187.23,69.75,69.75,82.12,0.69,4.51,0.0,13.52,4.93,5.38,5.3,41.3,23.47,2.73,1.57,7.32,0.0,0.0,None,WhiteMica
S02154,SYN-018,70.5,72.5,-11.44,-188.89,71.5,71.5,22.72,2.05,0.0,1.68,59.88,9.76,3.48,3.24,4.0,1.4,6.62,6.18,3.12,8.09,4.79,None,Kaolinite
S02155,SYN-018,72.5,74.0,-11.08,-190.56,73.25,73.25,42.85,2.04,0.0,5.95,53.05,11.41,11.39,0.78,4.29,3.55,35.87,1.75,2.01,4.5,6.44,None,Kaolinite
S02156,SYN-018,74.0,75.0,-10.82,-191.75,74.5,74.5,32.31,0.95,4.88,2.21,3.04,9.92,3.07,8.24,0.0,2.15,3.13,0.0,1.93,1.66,1.04,None,WhiteMica
S02157,SYN-018,75.0,76.5,-10.56,-192.94,75.75,75.75,18.52,4.93,5.13,0.0,65.39,4.07,4.84,1.0,6.43,4.37,1.5,0.0,0.96,0.45,0.83,None,Kaolinite
S02158,SYN-018,76.5,77.5,-10.31,-194.13,77.0,77.0,57.41,1.8,0.0,1.18,16.51,5.43,2.96,2.25,8.96,0.0,0.0,0.0,6.83,6.26,0.26,None,WhiteMica
S02159,SYN-018,77.5,79.5,-10.0,-195.56,78.5,78.5,30.86,0.0,2.41,0.55,4.49,5.32,29.78,23.33,7.15,1.11,0.79,0.0,7.25,0.0,4.55,None,WhiteMica
S02160,SYN-018,79.5,81.0,-9.64,-197.22,80.25,80.25,6.02,17.65,23.72,33.64,0.91,2.61,16.74,1.92,0.0,0.0,32.51,0.0,1.59,2.0,0.18,None,Epidote
S02161,SYN-018,81.0,82.5,-9.33,-198.65,81.75,81.75,9.19,0.0,1.88,4.25,11.2,8.34,3.26,1.65,0.34,25.62,4.08,0.0,4.34,3.7,2.69,None,Pyrophyllite
S02162,SYN-018,82.5,84.5,-8.97,-200.32,83.5,83.5,54.03,5.65,1.07,2.33,13.2,6.79,7.6,1.71,7.82,5.21,0.02,2.54,8.2,2.47,15.98,Goethite,WhiteMica
S02163,SYN-018,84.5,86.0,-8.61,-201.98,85.25,85.25,25.03,0.87,1.37,1.51,31.11,5.82,6.45,3.96,6.37,4.07,0.0,0.0,4.57,0.0,4.04,None,Kaolinite
S02164,SYN-018,86.0,87.5,-8.3,-203.41,86.75,86.75,85.93,0.0,4.41,1.61,31.36,4.91,0.0,0.0,2.59,1.93,3.68,0.0,4.74,0.97,1.91,None,WhiteMica
S02165,SYN-018,87.5,89.5,-7.94,-205.08,88.5,88.5,6.42,21.57,6.94,7.21,4.1,0.0,11.93,2.29,1.86,0.0,0.52,0.0,0.58,1.94,3.53,None,Chlorite
S02166,SYN-018,89.5,91.5,-7.53,-206.98,90.5,90.5,87.1,0.07,3.8,3.32,38.41,4.93,33.87,2.99,11.64,3.95,0.0,0.0,6.79,0.0,0.86,None,WhiteMica
S02167,SYN-018,91.5,93.5,-7.11,-208.89,92.5,92.5,100.0,14.56,3.44,0.0,37.12,12.37,6.6,0.46,7.32,0.14,0.0,1.61,8.08,25.43,1.22,Hematite,WhiteMica
S02168,SYN-018,93.5,94.5,-6.81,-210.31,94.0,94.0,60.44,19.75,1.72,0.0,10.29,1.48,7.86,1.72,4.83,2.92,0.0,2.37,0.0,35.99,1.57,Hematite,WhiteMica
S02169,SYN-018,94.5,96.0,-6.55,-211.5,95.25,95.25,36.43,55.34,42.21,14.31,0.22,1.61,15.51,22.68,0.0,0.0,6.91,0.0,1.86,6.49,0.87,None,Chlorite
S02170,SYN-018,96.0,97.0,-6.29,-212.69,96.5,96.5,5.67,21.09,16.64,5.89,0.0,0.66,20.82,0.38,1.05,0.0,0.0,0.0,1.76,1.42,0.75,None,Chlorite
S02171,SYN-018,97.0,99.0,-5.98,-214.12,98.0,98.0,84.6,1.84,6.88,0.61,7.36,2.75,4.57,6.46,4.02,1.19,7.95,1.64,0.0,1.82,0.0,None,WhiteMica
S02172,SYN-018,99.0,100.5,-5.62,-215.79,99.75,99.75,4.1,40.26,15.1,2.2,2.06,4.89,14.11,0.0,9.75,5.32,0.0,5.0,4.16,1.46,4.18,None,Chlorite
S02173,SYN-018,100.5,102.0,-5.31,-217.22,101.25,101.25,7.74,15.57,42.44,11.0,0.0,4.47,11.04,0.0,3.18,1.02,0.0,0.56,1.38,0.0,3.75,None,Carbonate
S02174,SYN-018,102.0,103.0,-5.06,-218.41,102.5,102.5,17.5,0.0,0.0,0.0,92.79,8.41,12.64,4.91,2.68,0.0,2.9,1.6,16.98,3.1,1.94,None,Kaolinite
S02175,SYN-018,103.0,104.5,-4.8,-219.6,103.75,103.75,5.7,15.53,5.17,9.53,1.51,27.23,12.36,2.45,25.99,0.0,2.16,27.97,34.9,2.61,4.89,None,Water_silica
S02176,SYN-018,104.5,106.0,-4.49,-221.03,105.25,105.25,4.66,52.02,20.09,12.33,0.0,4.23,45.26,1.69,5.09,2.6,3.57,32.07,2.2,4.54,6.69,None,Chlorite
S02177,SYN-018,106.0,107.0,-4.23,-222.22,106.5,106.5,68.41,7.36,0.2,0.0,8.27,9.18,1.26,5.51,5.62,2.67,3.71,0.14,1.78,4.61,1.23,None,WhiteMica
S02178,SYN-018,107.0,108.0,-4.03,-223.17,107.5,107.5,32.68,8.72,7.04,9.11,0.51,0.29,35.62,36.51,4.6,5.48,3.18,1.21,0.0,16.04,3.52,Hematite,Alunite
S02179,SYN-018,108.0,110.0,-3.72,-224.6,109.0,109.0,5.67,27.66,26.55,16.42,2.96,1.85,18.37,8.31,0.0,0.77,0.35,0.0,0.0,3.53,3.53,None,Chlorite
S02180,SYN-018,110.0,112.0,-3.3,-226.5,111.0,111.0,48.0,6.28,0.0,1.09,2.71,8.98,1.69,4.82,5.71,1.69,2.75,1.99,6.56,0.0,31.75,Goethite,WhiteMica
S02181,SYN-018,112.0,113.0,-3.0,-227.93,112.5,112.5,8.95,51.33,6.3,7.32,2.65,0.57,23.87,1.75,0.0,5.28,4.01,2.1,3.44,2.4,0.0,None,Chlorite
S02182,SYN-018,113.0,114.5,-2.74,-229.12,113.75,113.75,7.76,2.63,16.41,21.79,14.39,3.51,9.27,4.59,7.69,1.25,0.0,0.0,5.55,0.0,9.12,None,Epidote
S02183,SYN-018,114.5,116.5,-2.38,-230.78,115.5,115.5,9.31,27.64,13.61,11.77,0.57,0.0,10.39,32.84,2.08,0.36,0.0,0.0,24.74,1.0,3.86,None,Alunite
S02184,SYN-018,116.5,118.0,-2.02,-232.45,117.25,117.25,9.48,44.97,11.84,6.11,1.07,1.41,13.22,2.07,0.0,0.0,8.47,5.22,0.0,17.02,34.59,Goethite,Chlorite
S02185,SYN-018,118.0,119.5,-1.71,-233.88,118.75,118.75,7.87,36.22,49.88,9.77,0.0,0.99,21.64,0.0,25.29,5.72,3.89,3.29,2.29,3.27,3.82,None,Carbonate
S02186,SYN-018,119.5,121.0,-1.4,-235.31,120.25,120.25,6.0,27.91,17.74,10.44,0.45,0.69,15.41,3.09,0.33,0.0,0.0,24.22,28.18,2.69,33.15,Goethite,Water_silica
S02187,SYN-018,121.0,122.5,-1.09,-236.73,121.75,121.75,5.83,26.35,19.17,11.0,2.77,1.05,24.26,0.77,34.82,0.0,0.0,0.0,35.56,1.87,2.46,None,Water_silica
S02188,SYN-018,122.5,123.5,-0.83,-237.92,123.0,123.0,5.34,1.3,8.03,10.79,0.0,1.35,13.43,5.41,3.56,31.03,0.0,2.12,0.15,16.67,3.12,Hematite,Pyrophyllite
S02189,SYN-018,123.5,125.0,-0.58,-239.11,124.25,124.25,100.0,4.49,1.34,1.03,6.64,1.27,0.93,2.34,5.49,0.0,2.44,0.0,0.29,18.51,15.05,Hematite,WhiteMica
S02190,SYN-018,125.0,126.0,-0.32,-240.3,125.5,125.5,0.15,23.98,21.33,0.0,0.0,3.42,9.27,0.0,0.43,1.29,6.5,6.12,4.38,2.17,5.73,None,Chlorite
S02191,SYN-018,126.0,127.0,-0.11,-241.26,126.5,126.5,30.62,4.47,4.46,0.3,10.84,9.44,1.39,2.88,5.02,0.0,5.43,0.0,9.85,3.61,3.68,None,WhiteMica
